@relation save-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 {0,1}

@data
0.76771,2.3531,2.2912,-0.64146,0.43879,-0.15271,-2.4207,-0.60998,-2.6643,-0.39512,0.09865,-1.6199,-0.92338,0.25283,1.105,0.067133,-0.83693,-0.29127,0.80886,-1.4383,1
-0.34119,-2.4878,0.14759,0.93229,1.3437,-1.7004,-0.15892,-1.276,2.133,-0.52755,-0.40664,0.34875,-1.4551,-0.36676,0.10209,-0.92377,0.57447,-1.4562,-2.0799,1.0034,1
-0.6334,0.19797,-0.29002,-0.57777,0.38035,-0.38325,0.32888,-0.41627,-0.73035,-2.5245,-1.3519,1.0834,-0.21329,0.2043,-1.7247,1.0671,1.1095,0.30305,-0.80081,-0.049007,1
0.3947,0.94536,0.18721,-0.90843,0.58906,0.98885,1.2754,-0.68497,0.84006,0.63668,-0.46982,-2.2401,1.0736,0.38844,0.83433,-0.95845,-0.86349,1.0366,-2.521,-1.432,1
-0.81844,-0.79584,-0.30318,-1.1228,-0.47504,-1.7457,0.11967,0.26216,0.017194,-0.23442,-1.628,-0.23564,0.51595,0.43795,-0.54648,1.5342,-0.1838,-1.2574,-1.7236,-0.35106,1
-1.3617,0.089737,-2.3113,0.57537,-0.18519,0.39085,0.95443,-0.23129,-0.99414,0.69336,0.68242,-1.2532,-0.44367,-0.18028,1.8452,-0.29163,-0.81618,-1.3514,-1.5933,-1.3601,1
-0.30212,0.17059,-0.11595,0.033244,-1.1447,-1.352,0.24056,-1.4855,-0.04039,0.26453,1.9437,-1.0302,-1.6265,2.2844,0.61003,-0.76865,-1.5412,-0.60042,-0.59866,-0.29411,1
1.5992,-0.59975,0.16784,0.8737,-0.12151,0.21899,0.6795,0.58032,0.40474,-2.9785,0.74024,0.59284,-0.53317,1.0582,0.65415,1.3203,1.141,0.096061,-0.057867,0.41585,1
-0.39232,0.70657,-0.3663,-0.19001,-0.55262,-0.45029,-0.96877,-0.36395,-1.1428,-0.30131,-0.32318,1.0903,-1.1856,-2.4769,-0.34103,-0.5577,-0.48137,1.1207,-0.69951,-2.6045,1
0.22083,1.2149,-0.21687,-1.1754,-0.65803,-0.27853,-0.076407,-0.60003,1.1981,0.78608,1.3596,-0.20946,0.42948,-0.95141,-0.84325,0.0089443,0.030579,0.56206,-1.3731,0.028853,1
-0.59372,0.22323,1.2362,-0.19835,1.4473,-1.6039,-0.59779,-0.8518,1.1968,1.0452,0.29103,-0.51922,-0.58562,-0.032491,-0.7299,0.72716,2.113,-0.082256,-0.18451,0.45797,1
-2.0504,0.36966,0.08252,-0.073768,-0.11706,-0.91107,-0.23699,0.79389,-0.097376,-0.31722,-2.219,1.8022,1.4167,0.49718,-1.2966,0.29038,0.34177,-0.84358,-0.20111,-0.95253,1
0.00042709,-0.5465,-0.029898,0.6124,0.62993,-0.19302,2.2967,-0.10893,0.61435,0.52052,-0.14463,-0.086125,-0.11738,-0.28475,-0.82368,-0.63905,-0.026203,0.060899,-0.87979,0.74626,1
1.6937,1.1185,-0.66135,-1.2104,0.37531,0.071679,-1.4042,-1.5528,-1.2186,0.23798,0.0787,0.38061,-1.5189,-0.045865,1.1819,-2.1063,0.72028,0.53887,-0.42875,-0.84461,1
-0.33153,-0.090271,-0.55724,-1.8431,-1.0149,-0.19131,0.034177,2.1708,0.57187,0.92187,0.56222,-0.34793,0.079236,-0.32492,-0.59826,-0.7821,0.24032,-0.72178,-0.5872,-2.2371,1
-1.1501,0.44066,-0.1009,0.45884,-1.8899,-0.64123,-0.3209,-0.3417,-0.12831,1.9636,-0.16428,0.50733,0.71737,-1.3164,-0.059572,0.6825,-1.2064,0.23,-1.987,-3.1935,1
-0.99067,1.1748,0.12793,-0.77655,-1.4338,1.3286,0.37938,0.27106,1.6085,-0.91144,1.1737,-1.2222,-0.49594,2.1298,1.5574,1.0764,0.73428,0.27013,-0.24043,-1.3334,1
0.36419,-0.29724,0.38861,-0.49077,0.27594,-0.19446,1.7927,0.35483,-0.95707,2.0999,-1.3284,0.021564,0.61774,-0.19612,-0.49871,0.24563,0.0084014,1.3266,-1.6572,-0.28646,1
-0.42033,-0.19418,1.6352,0.55038,-0.30121,-0.7759,0.91231,-1.3065,2.0115,0.21446,2.4592,-0.88571,0.3393,2.3247,-0.20145,0.92711,-0.088994,1.5561,-1.6039,-0.68259,1
0.98362,0.090557,1.3566,0.018332,0.7595,-0.75865,-0.65691,1.2211,0.020085,-0.79903,1.3522,-0.19162,0.38445,-0.89022,0.69134,0.32281,0.76192,-1.8632,-0.82305,-0.58639,1
-0.27577,-0.22332,-1.1972,0.16492,-0.37995,-0.075599,-1.4338,0.25112,0.44551,-0.81034,-0.24677,0.68951,-0.32655,-0.25718,0.19941,1.4523,0.19552,1.0945,-1.3075,-1.5771,1
-2.0855,-1.2689,1.7566,1.1843,-1.3223,0.929,0.84799,0.14365,1.4495,0.11777,0.28802,1.9593,-0.12764,-1.3088,0.4626,1.4991,-0.54796,-0.64948,-1.1318,-0.856,1
-0.43947,0.4824,-0.9855,1.0659,0.096332,-0.42457,-0.99212,1.3506,1.103,0.13802,-0.87267,-0.45204,-0.13427,-0.8556,-0.37836,-0.58331,-1.2074,-1.3124,-0.40464,-2.6387,1
0.71192,-1.4415,2.5712,0.0035925,1.101,0.87157,-0.71526,0.1591,-0.87586,0.41091,-0.93076,0.53325,-0.12848,0.90204,-0.17689,0.020161,0.65119,-0.60638,0.046833,-1.7601,1
1.0265,-0.30445,0.19929,-0.53167,0.26542,0.22652,0.46535,-1.7223,-0.91524,0.82701,0.076155,-0.45706,-1.4557,0.75576,1.6199,0.60128,0.78745,-0.47735,-1.198,-1.8188,1
1.2849,-1.4084,-0.43873,-1.1938,-0.18596,-0.56333,-1.5224,-0.01606,-0.91482,0.36159,0.98566,0.089446,-0.018266,-0.87547,2.0215,1.2833,0.20324,0.31242,-0.67232,-0.48027,1
1.0007,1.3014,-2.0213,0.31576,-0.42093,-0.81722,1.5562,1.167,1.0748,-1.0245,0.92584,2.7826,-1.1904,0.15096,-0.034359,0.14765,0.091734,-0.21576,-1.2383,-1.0142,1
1.0734,0.08539,-0.39798,2.3131,1.2681,0.17734,0.10282,1.2126,-0.1357,-0.69016,2.1315,0.18133,0.12795,-0.4404,-0.77406,-0.51483,-0.089742,-1.3521,-0.7704,-2.1555,1
1.894,0.47895,1.5421,1.0471,0.91431,-0.10333,-0.23409,0.26468,-0.44471,-0.75889,-0.32583,-0.59695,-1.1664,0.82765,-0.090828,-0.029904,-0.11831,-0.34827,-0.56,-1.0095,1
1.5344,-0.26284,-0.41266,0.22496,-0.42965,-0.90499,0.80782,-1.6935,0.082517,-0.59045,-0.22301,1.0022,1.3628,-0.76932,-0.57742,-1.333,-0.21005,-1.9073,-1.6169,-1.6898,1
0.17559,1.5868,-0.45082,-1.0979,-1.3464,-0.79434,0.80621,1.0964,1.0358,0.35515,-2.7343,0.92481,0.82098,1.5558,-0.71855,-0.5322,1.4336,1.5823,-0.72516,-1.6667,1
-0.47612,-0.40398,-1.313,-1.2259,-0.91355,0.53913,-0.24917,-0.057384,-0.15889,0.34072,-0.30855,-1.5217,-0.53919,-1.5504,-1.9744,-0.85953,1.1606,-0.64368,-0.3989,-0.13585,1
-0.27975,1.1517,-1.1739,-0.53002,0.33333,0.52166,1.1023,0.19189,0.30928,-0.22754,0.14611,-0.64009,2.0646,0.29075,-1.5501,0.18231,-0.37285,0.69539,-0.90769,-0.88658,1
0.70263,1.1531,-0.57869,-3.7422,-1.0926,-0.3114,0.36731,1.2813,-2.3154,-0.99884,0.037733,-0.44802,1.1394,-1.513,-0.029375,-0.24413,0.73972,0.66729,0.72984,-0.60164,1
1.2082,-0.5256,0.36003,0.41739,-0.38695,0.82613,1.1,0.40276,-0.66758,-0.32585,-0.64765,-0.25367,0.8534,-0.72565,-0.64709,1.1457,-0.57978,-0.65441,-1.6086,-0.11603,1
-0.24756,0.42936,-2.0623,1.2435,-0.12244,-0.34994,0.26347,-3.7222,-1.0666,0.59705,-1.2874,0.10491,-2.0728,-1.0756,1.3223,0.19643,-0.71681,-1.5272,-1.7371,-0.81974,1
1.5127,0.1266,0.66735,0.11058,-0.65978,-0.1155,-0.19109,-1.6637,-0.63916,-0.12961,-0.41102,-0.56036,-1.2658,1.5488,-1.8512,-1.1335,-0.12226,-1.5316,-2.7499,-0.44915,1
-0.72495,2.115,-0.48111,-0.32708,-0.62448,1.2348,1.7487,-0.82801,-0.76197,1.4403,2.2005,0.43344,-0.70228,-0.16252,-0.92869,0.43926,0.20727,0.80701,-0.089517,-0.31704,1
-0.46533,-0.99422,0.80433,1.3529,-0.22631,-0.53992,-0.78321,-1.2913,-0.42211,-0.81839,-0.92905,0.47076,-0.32769,0.32582,0.50276,-0.99521,-0.56547,-0.11968,-0.13292,0.17061,1
-0.38695,-1.5845,-0.0043457,-0.42774,-0.55084,-2.043,0.63308,0.15346,-0.49133,0.29418,0.0026644,-0.84257,-1.3116,-1.4419,0.469,0.20732,-1.4392,1.0629,-1.0799,-0.52414,1
-0.66195,0.31085,-0.44269,-0.57937,-1.3423,-1.2889,2.0224,0.15196,0.65775,1.1514,-1.1576,0.37592,0.65508,-0.96007,-0.44021,2.4453,0.80034,-0.46791,-0.10152,0.41223,1
0.8699,-0.96961,0.50276,0.92597,0.73659,0.29085,-0.41335,-0.69311,1.4361,-0.86027,1.1645,-1.1219,-0.52271,0.34758,-1.0034,-0.43764,-0.44613,-2.9273,-0.8163,-0.97739,1
-0.18709,-0.58915,0.50515,0.0055104,-0.91955,-0.21579,0.63464,1.1695,-1.535,-0.056095,0.78644,0.82489,-0.16537,-0.10312,-2.3712,0.20167,0.022958,-1.0851,-0.70921,-1.0479,1
1.8515,0.33143,2.0251,-0.63449,1.035,2.7513,0.31955,-0.78808,1.7528,-1.2147,0.16034,-0.21385,-0.54855,0.66063,-0.47582,1.1458,0.58473,0.79572,-0.88706,0.70133,1
-0.0061285,-1.2981,-1.3012,0.85833,-0.34341,-1.4151,-0.34825,-0.34559,1.2831,-0.9311,-0.047539,0.72003,-0.088259,1.1571,0.46954,-1.0151,0.083385,0.20782,-0.56005,-1.5097,1
1.8663,1.0717,-0.70203,-0.48078,-0.30788,-0.24387,-0.0035542,-0.66738,0.093642,-1.4473,1.4789,-0.99347,1.3722,-0.91939,-0.12097,1.2543,0.022659,1.8707,-0.89834,-1.0029,1
-2.43,0.42141,-1.2234,1.4897,1.2956,0.040251,0.61778,-0.89646,1.5801,-0.93475,0.57777,0.78186,-1.8305,-0.97052,-1.3692,-0.40083,0.35749,0.34652,1.7873,-0.080133,1
0.36182,1.4224,-0.57012,-0.62939,0.26109,-1.3738,2.3285,0.054617,0.24478,0.36763,-0.0035318,-0.27627,-0.96146,0.4561,0.95576,0.8327,0.54872,-1.7931,-2.1667,-0.85019,1
0.28348,-0.31185,-0.50539,-0.59395,-0.40227,1.0792,0.88643,-1.3942,-1.0203,-0.24015,0.13666,-0.072641,-0.47091,-0.12082,0.73697,-0.5338,-0.57649,2.4827,-2.8543,0.40493,1
1.9352,0.91303,-0.44143,-0.62869,-0.82696,0.74393,-0.24409,-0.31219,1.1278,0.58304,1.539,-0.27172,0.55474,0.012899,-0.19037,1.7307,0.35201,1.073,-2.1407,0.034122,1
0.26172,-1.1189,-0.46893,0.35625,-0.51722,1.5429,-1.9731,0.83032,2.2325,1.0277,0.49484,0.67124,-1.0231,-0.88556,0.082204,1.1932,0.60673,-1.4599,-2.0933,-0.70843,1
1.7792,0.24083,-0.51039,1.3051,0.39991,0.68752,0.24906,0.81378,-0.77425,0.36256,0.26886,1.8027,-0.52478,-0.94859,0.07365,-0.68613,0.35275,0.221,-1.4336,-1.7777,1
1.8927,1.1234,-0.23713,0.36567,0.84713,-3.5502,0.26098,-1.9461,-1.0015,0.77548,0.56857,0.8961,0.70348,0.4468,0.17838,1.8292,-1.5227,-0.044517,-1.1685,-0.4333,1
-0.62032,-0.64821,0.42824,0.77208,0.048011,-0.96705,-0.79148,0.40672,1.1383,0.75498,-0.098591,0.02945,-1.2279,1.5601,0.77184,-0.27944,1.1474,-0.75776,-1.2185,-2.3826,1
-1.1907,0.087371,1.1137,1.2553,-0.49292,0.31179,1.0093,-0.45798,-0.023952,2.3573,-0.98722,-0.74758,1.0476,-0.34652,-0.36032,0.80661,-1.0403,-1.8137,-0.45867,-0.75553,1
0.85819,1.6347,-0.36496,-0.12833,0.33544,-0.81507,0.39087,0.45054,-1.3638,0.7572,0.36761,0.084047,0.34218,1.1082,1.589,0.17788,1.9453,-0.94692,-0.61073,-0.19156,1
-0.81508,-0.78451,1.8274,0.94862,0.67121,0.28337,0.5869,0.17212,1.2363,-1.492,-1.6223,-0.99762,0.56991,1.3697,-1.1447,-0.0048725,-0.66142,0.27456,-0.24877,-0.78696,1
-0.15715,-1.1104,0.87276,-0.1245,-0.42166,-0.066238,-0.48619,-0.31608,-0.15408,0.29577,-0.69415,-0.087357,-0.014889,1.072,-0.32195,2.031,-0.21956,-0.55591,0.77826,-0.12032,1
-0.57123,0.93361,1.2197,2.0999,1.4431,-0.5475,-0.68385,-0.013316,-0.79521,0.66741,1.0579,0.94207,-0.99745,1.5164,-0.80087,-1.5386,1.0893,-0.85714,0.22306,1.0389,1
0.10081,-0.023487,-0.9802,0.26028,-0.36428,0.068056,-0.46742,0.6079,-0.58157,0.94266,-0.69458,-0.087498,-1.5995,0.35878,-0.66574,-1.5174,-1.3581,0.04914,-2.2833,-0.076068,1
0.59642,-1.1007,-1.8282,-0.54548,0.89829,0.51297,-1.1106,0.72602,-0.49766,0.81714,0.27011,1.1928,0.15338,-1.6142,-1.6519,0.81188,0.46377,2.6058,-3.329,-0.73308,1
0.7122,-0.89371,0.32694,0.10043,0.96834,1.1431,-0.52254,-0.74969,0.93743,-0.49191,-0.21527,-0.49817,0.71556,-0.82377,1.1657,-2.1636,0.73568,0.24564,-0.098069,-0.35834,1
0.13564,0.34627,0.34433,-0.7329,0.056627,-0.89395,0.72684,-1.3274,-1.1557,0.027691,0.27746,0.43755,0.7242,-0.15456,0.076282,0.82166,0.53794,0.76933,-2.8356,-0.57451,1
-0.94691,0.24488,-1.7003,-1.5242,-0.084666,-0.57177,-2.2553,-0.41905,0.46922,0.3452,0.4236,0.33004,-0.086046,-1.4519,-0.12692,1.307,-0.72712,-0.54138,-0.93324,-2.3147,1
-0.84693,-0.35158,-1.4859,0.34978,0.87201,-0.72064,-1.772,1.02,1.0044,0.21574,-0.50092,-1.4001,1.6481,-0.5242,0.096215,-1.4864,0.45516,-1.5574,-0.96452,-1.4164,1
0.2923,0.22906,0.35206,0.23286,-1.8037,0.8479,0.02659,0.34281,-0.85984,2.029,-2.1246,-0.52188,0.18503,1.2747,-0.71076,-0.032526,-0.97955,-1.1271,1.2272,0.22469,1
-2.1843,0.56443,1.0365,0.654,0.03374,1.5726,0.32849,0.394,0.33439,-1.6045,1.0212,1.0049,-0.40299,-0.78047,-0.36995,-0.59876,0.2988,0.54229,-1.0692,-1.0436,1
-1.1744,-0.73097,1.3563,-0.84495,0.069139,1.0557,-0.94883,-0.44253,-1.6535,0.85568,-0.55792,-1.1378,0.10522,0.20298,0.89737,0.93268,-0.55178,0.048174,-1.5073,-0.41758,1
-1.5658,-0.31976,-0.91826,-0.80512,0.36559,1.341,0.53644,-0.76566,0.69688,1.1864,0.2848,-0.15325,-0.61597,0.28128,-0.066568,-0.63327,0.18929,-0.047135,-0.76419,-2.0065,1
-0.32795,-0.72566,0.60462,-0.49075,-0.88486,0.24928,1.259,2.077,-1.1222,-0.5906,0.96956,-0.97425,0.68753,1.8452,0.51102,0.80379,-0.81578,0.86092,-0.7542,-0.93548,1
0.48522,1.3399,0.61424,-1.0057,-1.4102,-0.80171,0.68374,-0.10517,0.80636,0.49566,-1.0824,-0.9795,1.5568,-0.25182,0.65537,-0.7643,0.41313,2.0811,-0.92995,-0.39971,1
2.3648,-1.2787,-0.032075,2.6914,-2.6384,0.67975,-1.5634,-0.033247,0.43357,-0.089002,1.2562,-0.92145,1.0401,0.64536,1.0282,1.0774,-0.49195,0.96293,-1.6086,-2.3615,1
-0.004127,1.6141,-1.0519,0.37153,0.5451,1.7264,-0.73056,-0.2737,-0.4114,-1.0334,0.74117,0.82314,0.24826,-1.2313,-0.53497,0.37281,-0.85188,-0.3348,-2.2226,-0.65241,1
-1.0676,-0.56977,-1.1045,-0.65313,1.078,0.50606,-0.85381,0.069715,-1.4799,0.10067,0.12238,0.0065651,-1.3608,-0.87714,-0.74526,-1.1859,-2.2065,0.30113,-0.6835,-1.1818,1
-0.45355,-0.0020315,0.74052,0.42432,-0.44433,0.92921,-0.33875,-0.31951,1.3316,1.6681,-0.35879,0.37413,-0.63667,0.32655,0.37945,-1.1511,0.47055,0.94112,-2.3429,-1.9395,1
0.45822,0.95754,-1.6821,1.2295,2.3793,-1.5435,-0.67128,-1.0442,0.1527,-0.39915,1.2052,-0.5552,0.40304,0.52435,-0.94283,0.056649,1.7385,0.070398,-2.0322,-1.0375,1
1.0218,0.73778,-0.29493,0.6776,-0.64098,0.57106,-0.84161,0.49294,1.6773,0.62752,0.44578,-0.12464,-0.0766,-0.47217,1.1756,-1.978,-0.55537,1.4734,0.33122,-2.8963,1
-0.45907,-0.34139,0.14048,0.91665,-1.3113,-0.15392,1.9099,1.4398,0.0085651,-1.1213,0.53234,0.83697,1.3824,0.27473,-1.0733,0.91575,1.4389,1.236,-1.4189,-3.128,1
-0.0046098,0.88858,1.093,0.48075,-0.14569,0.55333,-0.33297,0.18487,-1.7784,-0.92166,2.6929,-1.2875,0.66086,-0.67273,1.0916,1.4765,-0.1847,0.59916,-1.1403,-2.1769,1
